批次,发布日期,规则,规则分类,KP ID,药品名,拼音首字母,医保编码数,医保编码(全部),检测逻辑,逻辑依据,备注
第一批,2025-05-23,药品区分性别使用,医疗-药品,31539,妇炎康片,fykp,62,ZD02AAF0249010100440; ZD02AAF0249010103466; ZD02AAF0249010104985; ZD02AAF0249010105612; ZD02AAF0249010200440; ZD02AAF0249010203466; ZD02AAF0249010204985; ZD02AAF0249010300440; ZD02AAF0249010303466; ZD02AAF0249010400440; ZD02AAF0249010500440; ZD02AAF0249010600440; ZD02AAF0249010700440; ZD02AAF0249010800440; ZD02AAF0249010900440; ZD02AAF0249011000440; ZD02AAF0249020100440; ZD02AAF0249020103466; ZD02AAF0249020105612; ZD02AAF0249020200440; ZD02AAF0249020203466; ZD02AAF0249020204985; ZD02AAF0249020205612; ZD02AAF0249020300440; ZD02AAF0249020304985; ZD02AAF0249020400440; ZD02AAF0249020404985; ZD02AAF0249020500440; ZD02AAF0249020504985; ZD02AAF0249020600440; ZD02AAF0249020604985; ZD02AAF0249020700440; ZD02AAF0249020800440; ZD02AAF0249020900440; ZD02AAF0249021000440; ZD02AAF0249030100440; ZD02AAF0249030103466; ZD02AAF0249030104985; ZD02AAF0249030105612; ZD02AAF0249030200440; ZD02AAF0249030203466; ZD02AAF0249030205612; ZD02AAF0249030303466; ZD02AAF0249030305612; ZD02AAF0249030403466; ZD02AAF0249030405612; ZD02AAF0249030503466; ZD02AAF0249030505612; ZD02AAF0249030603466; ZD02AAF0249040100440; ZD02AAF0249040104985; ZD02AAF0249040105612; ZD02AAF0249040200440; ZD02AAF0249040204985; ZD02AAF0249040205612; ZD02AAF0249040305612; ZD02AAF0249040405612; ZD02AAF0249040505612; ZD02AAF0249050100440; ZD02AAF0249050104985; ZD02AAF0249050105612; ZD02AAF0249070105612,与限定性别不符,本品用于湿热下注、毒瘀互阻所致带下病，症见带下量多、色黄、气臭，少腹痛，腰骶痛，口苦咽干；阴道炎、慢性盆腔炎见上述证候者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31548,妇月康片,fykp,3,ZD01BAF0270010101874; ZD01BAF0270010102402; ZD01BAF0270010202402,与限定性别不符,活血，祛瘀，止痛。用于产后恶露不行，少腹疼痛，也可试用于上节育环后引起的阴道流血，月经过多。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31540,妇炎康软胶囊,fykrjn,13,ZD02AAF0250010100529; ZD02AAF0250010200529; ZD02AAF0250010300529; ZD02AAF0250010400529; ZD02AAF0250010500529; ZD02AAF0250020100529; ZD02AAF0250020200529; ZD02AAF0250020300529; ZD02AAF0250020400529; ZD02AAF0250020500529; ZD02AAF0250020600529; ZD02AAF0250020700529; ZD02AAF0250030100529,与限定性别不符,活血化瘀，软坚散结，清热解毒，消炎止痛。本品用于慢性附件炎、盆腔炎、阴道炎、膀胱炎、慢性阑尾炎、尿路感染。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31541,妇炎康丸,fykw,8,ZD02AAF0251010103466; ZD02AAF0251010203312; ZD02AAF0251010203466; ZD02AAF0251020103312; ZD02AAF0251020103466; ZD02AAF0251030103466; ZD02AAF0251040103466; ZD02AAF0251050103466,与限定性别不符,活血化瘀，软坚散结，清热解毒，消炎镇痛。本品用于慢性附件炎、盆腔炎、阴道炎、膀胱炎、慢性阑尾炎、尿路感染。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31542,妇炎灵胶囊,fyljn,10,ZD02AAF0252010102173; ZD02AAF0252010102415; ZD02AAF0252010202173; ZD02AAF0252010202415; ZD02AAF0252010204681; ZD02AAF0252010302173; ZD02AAF0252010302415; ZD02AAF0252010402173; ZD02AAF0252020104681; ZD02AAF0252020204681,与限定性别不符,清热燥湿，杀虫止痒。用于湿热下注引起的阴部瘙痒、灼痛、赤白带下、或兼见尿频、尿急、尿痛等症，以及霉菌性、滴虫性、细菌性阴道炎见上述证候者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31543,妇炎灵栓,fyls,3,ZD02BAF0254010102364; ZD02BAF0254010202364; ZD02BAF0254010302364,与限定性别不符,清热燥湿，杀虫止痒。用于湿热下注引起的阴部瘙痒、灼痛、赤白带下，见尿频、尿急、尿痛等症，以及霉菌性、滴虫性、细菌性阴道炎见上述证候者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31238,妇炎平栓,fyps,4,ZD02BAF0258010102364; ZD02BAF0258010202364; ZD02BAF0258010302364; ZD02BAF0258010402364,与限定性别不符,本品用于湿热下注所致的带下病、阴痒，症见带下量多、色黄味臭、阴部瘙痒；滴虫、霉菌、细菌引起的阴道炎、外阴炎见上述证候者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31239,妇炎舒胶囊,fysjn,4,ZD02AAF0260010102545; ZD02AAF0260010202545; ZD02AAF0260010302545; ZD02AAF0260010402545,与限定性别不符,清热凉血，活血止痛。用于妇女盆腔炎症等引起的带下量多，腹痛。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31240,妇炎舒片,fysp,10,ZD02AAF0261010104183; ZD02AAF0261010105223; ZD02AAF0261010105713; ZD02AAF0261010204183; ZD02AAF0261010205223; ZD02AAF0261010205713; ZD02AAF0261010304183; ZD02AAF0261010305223; ZD02AAF0261020105223; ZD02AAF0261020105713,与限定性别不符,清热凉血，活血止痛。用于妇女盆腔炎症等引起的带下量多，腹痛。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31544,妇炎泰颗粒,fytkl,7,ZD02AAF0262010103845; ZD02AAF0262010203845; ZD02AAF0262010303845; ZD02AAF0262020103845; ZD02AAF0262020203845; ZD02AAF0262020303845; ZD02AAF0262020403845,与限定性别不符,本品清热解毒，活血化瘀，行气止痛，除湿软坚。用于慢性盆腔炎属于湿热瘀毒蕴结证者，可改善下腹胀痛或刺痛。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31241,妇炎消胶囊,fyxjn,4,ZD02AAF0263010105438; ZD02AAF0263010205438; ZD02AAF0263010305438; ZD02AAF0263010405438,与限定性别不符,清热解毒，行气化瘀，除湿止带。用于湿热所致的带下，痛经,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31545,妇炎消口服液,fyxkfy,6,ZZ01AAF0264010103460; ZZ01AAF0264020103460; ZZ01AAF0264020203460; ZZ01AAF0264020303460; ZZ01AAF0264030103460; ZZ01AAF0264030203460,与限定性别不符,清热、利湿、化瘀。用于温热瘀滞所致慢性盆腔炎、附件炎、阴道炎等妇科炎症的治疗，症见白带量多，色黄质稠，小腹胀痛，肛门坠胀，双侧附件增厚等。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31265,炔雌醇环丙孕酮片,gcchbytp,5,XG03EBQ136A001010100803; XG03EBQ136A001010104735; XG03EBQ136A001010178271; XG03EBQ136A001010181787; XG03EBQ136A001010281787,与限定性别不符,治疗育龄女性雄激素敏感所致的中重度痤疮（有或无皮脂溢）及/或多毛，这其中包括需要治疗这些症状的多囊卵巢综合征患者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31367,宫颈癌片,gjap,4,ZC01AAG0210010100716; ZC01AAG0210010103451; ZC01AAG0210020103451; ZC01AAG0210020203451,与限定性别不符,消肿散结。用于子宫颈癌及子宫颈癌前期病变。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31368,宫颈癌栓,gjas,4,ZC01AAG0211010103451; ZC01AAG0211020103451; ZC01AAG0211030103451; ZC01AAG0211030203451,与限定性别不符,消肿散结。用于子宫颈癌及子宫颈癌前期病变。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31567,固经丸,gjw,6,ZD02AAG0317010100022; ZD02AAG0317010100674; ZD02AAG0317010102935; ZD02AAG0317010103503; ZD02AAG0317010105903; ZD02AAG0317020103503,与限定性别不符,本品滋阴清热，固经止带。本品用于阴虚血热，月经先期，经血量多、色紫黑，白带量多。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31242,宫颈炎康栓,gjyks,9,ZD02BAG0212010105115; ZD02BAG0212010205115; ZD02BAG0212010305115; ZD02BAG0212010405115; ZD02BAG0212010505115; ZD02BAG0212010605115; ZD02BAG0212010705115; ZD02BAG0212010805115; ZD02BAG0212020105115,与限定性别不符,本品用于慢性宫颈糜烂属于带下湿热证候的治疗，症见：带下量多、色黄如脓，或挟血丝，有秽臭气，腰痛，腰腹坠胀，口苦，口干，尿黄，便干，阴痒等。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31320,宫瘤宁胶囊,glnjn,11,ZD04AAG0213010102354; ZD04AAG0213010103253; ZD04AAG0213010103405; ZD04AAG0213010105853; ZD04AAG0213010105878; ZD04AAG0213010203253; ZD04AAG0213010203405; ZD04AAG0213010205853; ZD04AAG0213010205878; ZD04AAG0213010303253; ZD04AAG0213010303405,与限定性别不符,软坚散结，活血化瘀，扶正固本。用于子宫肌瘤（肌壁间，浆膜下）气滞血瘀证，症见经期延长，经量过多，经色紫黯有块，小腹或乳房胀痛等。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31321,宫瘤宁颗粒,glnkl,1,ZD04AAG0214020103312,与限定性别不符,本品用于子宫肌瘤（肌壁间、浆膜下）气滞血瘀证，症见经期延长，经量过多，经色紫黯有块，小腹或乳房胀痛等。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31322,宫瘤宁片,glnp,5,ZD04AAG0215010105878; ZD04AAG0215010205878; ZD04AAG0215010305878; ZD04AAG0215020105878; ZD04AAG0215020205878,与限定性别不符,软坚散结，活血化瘀，扶正固本。宫瘤宁片用于子宫肌瘤（肌壁间、浆膜下）气滞血瘀证，症见经期延长，经量过多，经色紫黯有块，小腹或乳房胀痛等。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31323,宫瘤清胶囊,glqjn,4,ZD04AAG0216010102082; ZD04AAG0216010202082; ZD04AAG0216010302082; ZD04AAG0216010402082,与限定性别不符,活血逐瘀、消癥破积、养血清热。用于瘀血内停所致的小腹胀痛，经色紫黯有块，以及子宫壁间肌瘤及浆膜下肌瘤见上述症状者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31324,宫瘤清颗粒,glqkl,5,ZD04AAG0217010105344; ZD04AAG0217010205344; ZD04AAG0217010305344; ZD04AAG0217010405344; ZD04AAG0217020105344,与限定性别不符,活血逐瘀，消徵破积，养血清热。用于瘀血内停所致的小腹胀痛，经色紫黯有块，以及子宫壁间肌瘤及浆膜下肌瘤见上述症状者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31325,宫瘤清片,glqp,8,ZD04AAG0218010100265; ZD04AAG0218010101283; ZD04AAG0218010102354; ZD04AAG0218010102542; ZD04AAG0218010200265; ZD04AAG0218010201283; ZD04AAG0218010300265; ZD04AAG0218020100265,与限定性别不符,活血逐瘀，消癥破积，养血清热。用于瘀血内停所致的小腹胀痛，经色紫黯有块，以及子宫壁间肌瘤及浆膜下肌瘤见上述症状者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31326,宫瘤消胶囊,glxjn,2,ZD04AAG0219010104158; ZD04AAG0219010204158,与限定性别不符,活血化瘀、软坚散结。本品用于子宫肌瘤属气滞血瘀证。证见：月经量多，夹有大小血块，经期延长，或有腹痛，舌暗红，或边有紫点、瘀斑，脉细弦或细涩。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31559,宫宁颗粒,gnkl,1,ZD01CAG0221010104604,与限定性别不符,化瘀清热，止血固经。用于瘀热证所致的月经过多、经期延长；宫内节育器出血副反应见上述证候者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31354,炔诺酮片,gntp,3,XG03DCQ137A017010100803; XG03DCQ137A018010100401; XG03DCQ137A018010200401,与限定性别不符,用于女性口服避孕。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31568,固肾安胎丸,gsatw,2,ZD03AAG0323010100036; ZD03AAG0323010200036,与限定性别不符,滋阴补肾，固冲安胎。用于早期先兆流产属中医肾阴虚证，症见：腰酸胀痛、小腹坠痛、阴道流血，可伴有头晕耳鸣，口干咽燥，神疲乏力，手足心热。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31569,归芍调经胶囊,gstjjn,6,ZD03AAG0413010103897; ZD03AAG0413010104531; ZD03AAG0413010105481; ZD03AAG0413010204531; ZD03AAG0413010304531; ZD03AAG0413010404531,与限定性别不符,疏肝理脾，调经止带。本品用于肝郁脾虚所致的月经量少，后错，小腹疼痛，带下色黄量多。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31570,归芍调经片,gstjp,1,ZD03AAG0414010104961,与限定性别不符,疏肝理脾，调经止带。用于肝郁脾虚所致的月经量少、后错，小腹疼痛，带下色黄量多。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31558,睾丸片,gwp,8,XG03BAG060A001010105275; XG03BAG060A001010105947; XG03BAG060A001010205947; XG03BAG060A001010305947; XG03BAG060A001020105275; XG03BAG060A001020205275; XG03BAG060A001030105275; XG03BAG060A018010100029,与限定性别不符,用于神经衰弱，发育迟缓，男子更年期障碍或缺乏睾丸素所致的各种疾病。,男
第一批,2025-05-23,药品区分性别使用,医疗-药品,31243,宫血宁胶囊,gxnjn,3,ZD02AAG0222010105629; ZD02AAG0222010205629; ZD02AAG0222010305629,与限定性别不符,凉血止血，清热除湿，化瘀止痛。用于崩漏下血，月经过多，产后或流产后宫缩不良出血及子宫功能性出血属血热妄行证者，以及慢性盆腔炎之湿热瘀结所致的少腹痛、腰骶痛、带下增多。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31244,宫血停颗粒,gxtkl,4,ZD01CAG0223010102530; ZD01CAG0223010103693; ZD01CAG0223010203693; ZD01CAG0223020102530,与限定性别不符,补益脾肾，活瘀止血。用于脾肾两虚，气虚血瘀而致的月经过多及崩漏。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31560,宫炎康胶囊,gykjn,2,ZD01BAG0224010105377; ZD01BAG0224010205377,与限定性别不符,活血化瘀，解毒消肿。用于慢性盆腔炎。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31561,宫炎康颗粒,gykkl,75,ZD01BAG0225010100093; ZD01BAG0225010100200; ZD01BAG0225010101055; ZD01BAG0225010101061; ZD01BAG0225010101874; ZD01BAG0225010101994; ZD01BAG0225010102190; ZD01BAG0225010102256; ZD01BAG0225010102281; ZD01BAG0225010102353; ZD01BAG0225010102354; ZD01BAG0225010102364; ZD01BAG0225010102371; ZD01BAG0225010102395; ZD01BAG0225010102405; ZD01BAG0225010102477; ZD01BAG0225010102518; ZD01BAG0225010102521; ZD01BAG0225010102865; ZD01BAG0225010102870; ZD01BAG0225010103302; ZD01BAG0225010103337; ZD01BAG0225010103384; ZD01BAG0225010103433; ZD01BAG0225010103485; ZD01BAG0225010103496; ZD01BAG0225010103553; ZD01BAG0225010103574; ZD01BAG0225010103576; ZD01BAG0225010103583; ZD01BAG0225010103635; ZD01BAG0225010103762; ZD01BAG0225010103767; ZD01BAG0225010103789; ZD01BAG0225010104305; ZD01BAG0225010105073; ZD01BAG0225010105325; ZD01BAG0225010105345; ZD01BAG0225010105378; ZD01BAG0225010105777; ZD01BAG0225010200200; ZD01BAG0225010201055; ZD01BAG0225010201994; ZD01BAG0225010202190; ZD01BAG0225010202281; ZD01BAG0225010202353; ZD01BAG0225010202354; ZD01BAG0225010202521; ZD01BAG0225010202865; ZD01BAG0225010202870; ZD01BAG0225010203302; ZD01BAG0225010203384; ZD01BAG0225010203501; ZD01BAG0225010203574; ZD01BAG0225010203583; ZD01BAG0225010203767; ZD01BAG0225010204423; ZD01BAG0225010205345; ZD01BAG0225010205777; ZD01BAG0225010302190; ZD01BAG0225010302353; ZD01BAG0225010303574; ZD01BAG0225010303767; ZD01BAG0225010403574; ZD01BAG0225010403767; ZD01BAG0225010503574; ZD01BAG0225020101061; ZD01BAG0225020101994; ZD01BAG0225020102190; ZD01BAG0225020102353; ZD01BAG0225020102870; ZD01BAG0225020202870; ZD01BAG0225020302870; ZD01BAG0225030102353; ZD01BAG0225030202353,与限定性别不符,活血化瘀，解毒消肿。用于慢性盆腔炎。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31562,宫炎平滴丸,gypdw,4,ZD02AAG0227010100312; ZD02AAG0227010200312; ZD02AAG0227010300312; ZD02AAG0227020200312,与限定性别不符,清热利湿，祛瘀止痛，收敛止带。用于急、慢性盆腔炎见下腹胀痛、腰痛、带下增多、月经不调等症属于湿热下注、瘀阻胞宫所致者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31563,宫炎平分散片,gypfsp,8,ZD02AAG0228010100365; ZD02AAG0228010104929; ZD02AAG0228010105325; ZD02AAG0228010200365; ZD02AAG0228010204929; ZD02AAG0228010205325; ZD02AAG0228010300365; ZD02AAG0228010305325,与限定性别不符,清热利湿，祛瘀止痛，收敛止带。用于急、慢性盆腔炎见下腹胀痛、腰痛、带下增多、月经不调等症属于湿热下注、瘀阻胞宫所致者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31245,宫炎平胶囊,gypjn,34,ZD02AAG0229010100312; ZD02AAG0229010101229; ZD02AAG0229010101427; ZD02AAG0229010102874; ZD02AAG0229010104312; ZD02AAG0229010105313; ZD02AAG0229010105325; ZD02AAG0229010200312; ZD02AAG0229010201229; ZD02AAG0229010201427; ZD02AAG0229010202874; ZD02AAG0229010205313; ZD02AAG0229010205325; ZD02AAG0229010300312; ZD02AAG0229010301427; ZD02AAG0229010302874; ZD02AAG0229010305313; ZD02AAG0229010305325; ZD02AAG0229010400312; ZD02AAG0229010401427; ZD02AAG0229010402874; ZD02AAG0229010405313; ZD02AAG0229010405325; ZD02AAG0229010500312; ZD02AAG0229010501427; ZD02AAG0229010502874; ZD02AAG0229010505313; ZD02AAG0229010505325; ZD02AAG0229010600312; ZD02AAG0229010700312; ZD02AAG0229010800312; ZD02AAG0229020101229; ZD02AAG0229020102874; ZD02AAG0229020105325,与限定性别不符,清热利湿，祛瘀止痛，收敛止带。用于急、慢性盆腔炎见下腹胀痛、腰痛、带下增多、月经不调等症属于湿热下注、瘀阻胞宫所致者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31327,宫炎平片,gypp,11,ZD02AAG0230010100312; ZD02AAG0230010200312; ZD02AAG0230010300312; ZD02AAG0230010400312; ZD02AAG0230020100312; ZD02AAG0230020200312; ZD02AAG0230030100312; ZD02AAG0230040100312; ZD02AAG0230040200312; ZD02AAG0230040300312; ZD02AAG0230040400312,与限定性别不符,清热利湿，祛瘀止痛，收敛止带。本品主要用于急、慢性盆腔炎见下腹胀痛、腰痛、带下增多、月经不调等症属于湿热下注、瘀阻胞宫所致者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31564,宫月舒胶囊,gysjn,1,ZD01BAG0231010102402,与限定性别不符,温经散寒，活血止痛，主治寒凝血瘀证所致经前或经期小腹疼痛，经血量少，经行不畅，血色紫暗有块，块下痛减，乳房胀痛，四肢不温或畏寒，小腹发冷，带下量多，舌质黯或有瘀点，苔白，脉沉紧等症.适用于原发性痛经见上述诸症者。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31573,黄精赞育胶囊,hjzyjn,3,ZA09CAH0296020101642; ZA09CAH0296020201642; ZA09CAH0296020301642,与限定性别不符,用于肾虚精亏夹湿热型弱精子症、少精子症引起的男性不育，症见腰膝酸软，阴囊潮湿等，精液检查见精子稀少，活动力差。,男
第一批,2025-05-23,药品区分性别使用,医疗-药品,31329,黄体酮注射液(Ⅱ),httzsy,2,XG03DAH124B002010103315; XG03DAH124B002010203315,与限定性别不符,用于辅助生殖技术（ART）中黄体酮的补充治疗。适用于不能使用或不能耐受阴道制剂的女性。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31574,活血调经丸,hxtjw,5,ZD01AAH0398010103109; ZD01AAH0398010105152; ZD01AAH0398020103109; ZD01AAH0398020203109; ZD01AAH0398030103109,与限定性别不符,活血理气，行瘀调经。本品用于血瘀气滞，月经不调。,女
第一批,2025-05-23,药品区分性别使用,医疗-药品,31571,化瘀固精合剂,hygjhj,4,ZZ01AAH0251010105996; ZZ01AAH0251020105996; ZZ01AAH0251020205996; ZZ01AAH0251030105996,与限定性别不符,益肾固精，行气活血，化瘀散结，清热解毒。本品用于前列腺炎所致尿频，尿急，尿痛，腰膝酸软，淋漓滴浊等症。,男
第一批,2025-05-23,药品区分性别使用,医疗-药品,31572,化瘀舒经胶囊,hysjjn,4,ZZ01AAH0255010102023; ZZ01AAH0255010202023; ZZ01AAH0255020102023; ZZ01AAH0255030102023,与限定性别不符,温经，行气，止痛。用于缓解寒凝气滞所致的经行小腹疼痛，得热则痛减，经行不畅，月经量少，手足欠温。,女
